stratum,comparison_type,comparison,level,n_compared,mean_jaccard,median_jaccard,q25_jaccard,q75_jaccard,n_exact_set_match,exact_set_match,n_any_overlap,any_overlap
overall,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,3882,0.4268749540001472,0.3333333333333333,0.25,0.5,612,0.15765069551777433,3371,0.868366821226172
overall,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level2,257,0.37626459143968866,0.3333333333333333,0.0,0.5,49,0.19066147859922178,167,0.6498054474708171
overall,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,3882,0.38706361472976625,0.3333333333333333,0.0,0.5,661,0.1702730551262236,2833,0.7297784647089129
overall,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level2,257,0.33106355382619973,0.3333333333333333,0.0,0.5,41,0.15953307392996108,152,0.5914396887159533
overall,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,3882,0.44354346066092587,0.5,0.0,0.5,858,0.22102009273570325,2906,0.7485832045337455
overall,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level2,257,0.2992866407263294,0.0,0.0,0.5,55,0.2140077821011673,103,0.40077821011673154
overall,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level2,3882,0.37557561149137664,0.3333333333333333,0.0,0.5,573,0.14760432766615147,2895,0.7457496136012365
overall,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level2,257,0.3180285343709468,0.3333333333333333,0.0,0.5,27,0.10505836575875487,164,0.6381322957198443
overall,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level2,4950,0.3605615680615681,0.3333333333333333,0.0,0.6,867,0.17515151515151514,2920,0.5898989898989899
overall,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level2,4919,0.2770522947947221,0.0,0.0,0.5,734,0.1492173205936166,2263,0.4600528562715999
overall,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level2,4933,0.4088631310352372,0.3333333333333333,0.0,0.6666666666666666,1067,0.21629839854044192,3150,0.6385566592337321
overall,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level2,4580,0.18856804949053857,0.0,0.0,0.3333333333333333,393,0.08580786026200873,1567,0.3421397379912664
overall,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,4426,0.4566939405676414,0.5,0.0,1.0,1125,0.254179846362404,3036,0.6859466787166743
overall,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level2,4623,0.1922888147255441,0.0,0.0,0.3333333333333333,396,0.08565866320571058,1638,0.35431537962362103
overall,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level3,3882,0.30315385212989543,0.25,0.0,0.5,288,0.07418856259659969,2805,0.7225656877897991
overall,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level3,257,0.267704280155642,0.0,0.0,0.5,31,0.12062256809338522,128,0.4980544747081712
overall,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level3,3882,0.27024739743055043,0.2,0.0,0.5,351,0.09041731066460587,2287,0.5891293147861927
overall,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level3,257,0.22911802853437094,0.0,0.0,0.3333333333333333,25,0.09727626459143969,111,0.43190661478599224
overall,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level3,3882,0.3184207943867912,0.3333333333333333,0.0,0.5,487,0.12545079855744462,2394,0.616692426584235
overall,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level3,257,0.20687418936446172,0.0,0.0,0.5,34,0.13229571984435798,76,0.29571984435797666
overall,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level3,3882,0.25568476403097734,0.25,0.0,0.4,258,0.06646058732612056,2352,0.6058732612055642
overall,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level3,257,0.23845654993514914,0.2,0.0,0.5,16,0.0622568093385214,134,0.5214007782101168
overall,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level3,4950,0.24954303552788398,0.0,0.0,0.5,504,0.10181818181818182,2368,0.4783838383838384
overall,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level3,4919,0.19485950170540534,0.0,0.0,0.3333333333333333,449,0.09127871518601342,1760,0.357796300060988
overall,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level3,4933,0.2926876353594375,0.2,0.0,0.5,633,0.12831948104601662,2645,0.5361848773565782
overall,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level3,4580,0.11225393359672836,0.0,0.0,0.0,205,0.04475982532751092,1049,0.22903930131004366
overall,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level3,4426,0.3565932009447599,0.3333333333333333,0.0,0.5,776,0.175327609579756,2684,0.6064166290103932
overall,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level3,4623,0.1142854567741005,0.0,0.0,0.0,184,0.03980099502487562,1130,0.2444300237940731
adult,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level1,2468,0.6838870880605078,0.5,0.5,1.0,1002,0.4059967585089141,2411,0.976904376012966
adult,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level1,222,0.7282282282282283,1.0,0.5,1.0,123,0.5540540540540541,201,0.9054054054054054
adult,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level1,2468,0.6482982171799028,0.5,0.5,1.0,946,0.3833063209076175,2317,0.9388168557536467
adult,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level1,222,0.6884384384384384,1.0,0.5,1.0,115,0.5180180180180181,191,0.8603603603603603
adult,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,2468,0.670414640734738,0.5,0.5,1.0,1196,0.4846029173419773,2150,0.8711507293354943
adult,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level1,222,0.509009009009009,0.5,0.0,1.0,100,0.45045045045045046,126,0.5675675675675675
adult,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level1,2468,0.6476566720691518,0.5,0.5,1.0,946,0.3833063209076175,2315,0.9380064829821718
adult,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level1,222,0.6906906906906908,1.0,0.5,1.0,116,0.5225225225225225,191,0.8603603603603603
adult,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level1,3389,0.6230943247762368,0.5,0.3333333333333333,1.0,1672,0.49336087341398643,2560,0.7553850693419888
adult,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level1,3378,0.47883362936648904,0.5,0.0,1.0,1221,0.3614564831261101,2024,0.5991711071640023
adult,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level1,3387,0.660417281763606,1.0,0.5,1.0,1822,0.5379391792146442,2662,0.7859462651313847
adult,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level1,3177,0.4290473192739481,0.5,0.0,1.0,1013,0.31885426502990244,1718,0.5407617248977022
adult,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,3140,0.6877388535031848,1.0,0.5,1.0,1786,0.5687898089171974,2536,0.8076433121019109
adult,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level1,3200,0.43057291666666664,0.5,0.0,1.0,1020,0.31875,1742,0.544375
adult,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,2468,0.3925590414447789,0.3333333333333333,0.25,0.5,286,0.11588330632090761,2172,0.880064829821718
adult,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level2,222,0.3852852852852853,0.3333333333333333,0.0,0.5,43,0.19369369369369369,149,0.6711711711711712
adult,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,2468,0.3687070695377016,0.3333333333333333,0.16666666666666666,0.5,332,0.13452188006482982,1882,0.7625607779578606
adult,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level2,222,0.3708708708708709,0.3333333333333333,0.0,0.5,40,0.18018018018018017,146,0.6576576576576577
adult,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,2468,0.42782376321679405,0.3333333333333333,0.0,0.5,501,0.20299837925445705,1847,0.7483792544570502
adult,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level2,222,0.30292792792792794,0.0,0.0,0.5,49,0.22072072072072071,89,0.4009009009009009
adult,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level2,2468,0.3556258200200664,0.3333333333333333,0.16666666666666666,0.5,279,0.11304700162074555,1919,0.7775526742301458
adult,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level2,222,0.34226726726726725,0.3333333333333333,0.0,0.5,25,0.11261261261261261,153,0.6891891891891891
adult,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level2,3389,0.39045687026654863,0.3333333333333333,0.0,0.6666666666666666,573,0.16907642372381235,2246,0.6627323694305105
adult,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level2,3378,0.2580778285263188,0.0,0.0,0.5,414,0.12255772646536411,1554,0.46003552397868563
adult,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level2,3387,0.43671121140120256,0.4,0.0,0.6666666666666666,715,0.21110126956008268,2392,0.7062297018010039
adult,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level2,3177,0.18778159989208146,0.0,0.0,0.3333333333333333,230,0.07239534151715454,1161,0.3654390934844193
adult,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,3140,0.479791856232939,0.5,0.0,0.75,762,0.2426751592356688,2345,0.7468152866242038
adult,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level2,3200,0.19397433035714287,0.0,0.0,0.3333333333333333,235,0.0734375,1229,0.3840625
adult,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level3,2468,0.2791012258496051,0.25,0.0,0.4,123,0.04983792544570503,1813,0.7346029173419774
adult,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level3,222,0.2791291291291291,0.2,0.0,0.5,26,0.11711711711711711,119,0.536036036036036
adult,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level3,2468,0.26127688379511715,0.25,0.0,0.3333333333333333,169,0.06847649918962723,1551,0.6284440842787682
adult,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level3,222,0.26111111111111107,0.0,0.0,0.5,25,0.11261261261261261,108,0.4864864864864865
adult,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level3,2468,0.3008103727714749,0.25,0.0,0.5,266,0.10777957860615883,1501,0.6081847649918962
adult,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level3,222,0.20645645645645644,0.0,0.0,0.5,29,0.13063063063063063,66,0.2972972972972973
adult,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level3,2468,0.24553780453294227,0.25,0.0,0.3333333333333333,119,0.048217179902755265,1583,0.6414100486223663
adult,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level3,222,0.2572822822822823,0.25,0.0,0.5,15,0.06756756756756757,125,0.5630630630630631
adult,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level3,3389,0.2774517726789783,0.2,0.0,0.5,337,0.09943936264384774,1877,0.5538506934198879
adult,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level3,3378,0.18542835527737836,0.0,0.0,0.3333333333333333,259,0.07667258732978094,1227,0.3632326820603908
adult,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level3,3387,0.3174211650960987,0.25,0.0,0.5,419,0.12370829642751698,2061,0.608503100088574
adult,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level3,3177,0.1200276291399993,0.0,0.0,0.16666666666666666,136,0.04280768020144791,818,0.25747560591753227
adult,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level3,3140,0.3820247445406681,0.3333333333333333,0.0,0.6,532,0.16942675159235668,2129,0.6780254777070064
adult,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level3,3200,0.12217299107142857,0.0,0.0,0.2,121,0.0378125,881,0.2753125
child,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level1,913,0.6792625045637093,0.5,0.5,1.0,366,0.4008762322015334,887,0.9715224534501643
child,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level1,28,0.5714285714285714,0.5,0.375,1.0,11,0.39285714285714285,21,0.75
child,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level1,913,0.6623767798466593,0.5,0.5,1.0,389,0.42606790799561883,840,0.9200438116100766
child,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level1,28,0.27976190476190477,0.0,0.0,0.5,4,0.14285714285714285,12,0.42857142857142855
child,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,913,0.6571741511500547,0.5,0.5,1.0,390,0.42716319824753557,821,0.8992332968236583
child,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level1,28,0.494047619047619,0.5,0.0,1.0,11,0.39285714285714285,17,0.6071428571428571
child,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level1,913,0.6511500547645126,0.5,0.5,1.0,370,0.40525739320920046,839,0.91894852135816
child,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level1,28,0.39285714285714285,0.5,0.0,0.5,5,0.17857142857142858,17,0.6071428571428571
child,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level1,993,0.5201409869083585,0.5,0.0,1.0,409,0.4118831822759315,627,0.6314199395770392
child,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level1,987,0.4553360351232692,0.5,0.0,1.0,327,0.331306990881459,576,0.5835866261398176
child,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level1,981,0.5618416581719333,0.5,0.0,1.0,443,0.45158002038735984,662,0.6748216106014271
child,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level1,909,0.37403740374037403,0.0,0.0,1.0,245,0.26952695269526955,438,0.48184818481848185
child,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,865,0.5822736030828516,0.5,0.0,1.0,414,0.47861271676300576,594,0.6867052023121387
child,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level1,916,0.37609170305676853,0.0,0.0,1.0,245,0.26746724890829693,448,0.4890829694323144
child,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,913,0.4963229541542794,0.5,0.25,1.0,230,0.25191675794085433,781,0.8554216867469879
child,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level2,28,0.3273809523809524,0.3333333333333333,0.0,0.5,4,0.14285714285714285,16,0.5714285714285714
child,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,913,0.491780107442758,0.5,0.25,1.0,262,0.28696604600219056,714,0.7820372398685652
child,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level2,28,0.09821428571428571,0.0,0.0,0.0,1,0.03571428571428571,6,0.21428571428571427
child,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,913,0.4965498357064622,0.5,0.2,1.0,267,0.29244249726177435,691,0.7568455640744798
child,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level2,28,0.29166666666666663,0.0,0.0,0.5,5,0.17857142857142858,12,0.42857142857142855
child,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level2,913,0.47555677254472434,0.5,0.25,1.0,233,0.2552026286966046,724,0.7929901423877328
child,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level2,28,0.20535714285714282,0.0,0.0,0.375,2,0.07142857142857142,11,0.39285714285714285
child,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level2,993,0.38387522179062966,0.3333333333333333,0.0,0.75,241,0.24269889224572003,564,0.56797583081571
child,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level2,987,0.33623775751435325,0.0,0.0,0.5,211,0.2137791286727457,492,0.49848024316109424
child,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level2,981,0.43419736905975437,0.4,0.0,1.0,273,0.2782874617737003,607,0.6187563710499491
child,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level2,909,0.24869034522499867,0.0,0.0,0.5,137,0.15071507150715072,347,0.38173817381738173
child,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,865,0.44984310487200657,0.5,0.0,1.0,257,0.2971098265895954,545,0.630057803468208
child,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level2,916,0.24561499272197962,0.0,0.0,0.5,140,0.15283842794759825,341,0.3722707423580786
child,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level3,913,0.2807098523965994,0.25,0.0,0.5,70,0.07667031763417305,576,0.6308871851040526
child,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level3,28,0.17261904761904762,0.0,0.0,0.08333333333333333,3,0.10714285714285714,7,0.25
child,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level3,913,0.29187920513221716,0.25,0.0,0.5,120,0.13143483023001096,504,0.552026286966046
child,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level3,28,0.03273809523809524,0.0,0.0,0.0,0,0.0,3,0.10714285714285714
child,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level3,913,0.31116413706775153,0.25,0.0,0.5,135,0.14786418400876233,526,0.5761226725082147
child,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level3,28,0.20833333333333331,0.0,0.0,0.375,4,0.14285714285714285,8,0.2857142857142857
child,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level3,913,0.26830699421060866,0.25,0.0,0.5,81,0.0887185104052574,520,0.5695509309967142
child,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level3,28,0.14880952380952378,0.0,0.0,0.2708333333333333,1,0.03571428571428571,9,0.32142857142857145
child,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level3,993,0.23476398280023658,0.0,0.0,0.4,125,0.12588116817724068,406,0.40886203423967776
child,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level3,987,0.18504245669899166,0.0,0.0,0.3333333333333333,90,0.0911854103343465,326,0.3302938196555218
child,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level3,981,0.28072302315421577,0.0,0.0,0.5,149,0.15188583078491336,456,0.4648318042813456
child,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level3,909,0.11803656556131803,0.0,0.0,0.0,53,0.058305830583058306,195,0.2145214521452145
child,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level3,865,0.34023947151114775,0.25,0.0,0.5,171,0.1976878612716763,457,0.5283236994219653
child,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level3,916,0.11759981285090454,0.0,0.0,0.0,50,0.05458515283842795,201,0.21943231441048036
infant,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level1,501,0.7208915502328676,1.0,0.5,1.0,252,0.5029940119760479,478,0.9540918163672655
infant,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level1,7,0.6428571428571429,1.0,0.25,1.0,4,0.5714285714285714,5,0.7142857142857143
infant,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level1,501,0.6505322687957418,0.5,0.5,1.0,242,0.48303393213572854,420,0.8383233532934131
infant,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level1,7,0.14285714285714285,0.0,0.0,0.0,1,0.14285714285714285,1,0.14285714285714285
infant,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,501,0.6304058549567533,0.5,0.5,1.0,235,0.469061876247505,400,0.7984031936127745
infant,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level1,7,0.5714285714285714,1.0,0.0,1.0,4,0.5714285714285714,4,0.5714285714285714
infant,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level1,501,0.6771457085828343,0.5,0.5,1.0,247,0.4930139720558882,441,0.8802395209580839
infant,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level1,7,0.07142857142857142,0.0,0.0,0.0,0,0.0,1,0.14285714285714285
infant,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level1,568,0.22769953051643188,0.0,0.0,0.5,102,0.1795774647887324,159,0.27992957746478875
infant,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level1,554,0.4648014440433213,0.5,0.0,1.0,218,0.3935018050541516,298,0.5379061371841155
infant,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level1,565,0.3100294985250738,0.0,0.0,1.0,144,0.25486725663716814,209,0.36991150442477877
infant,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level1,494,0.15553306342780027,0.0,0.0,0.0,60,0.1214574898785425,95,0.19230769230769232
infant,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,421,0.36262866191607285,0.0,0.0,1.0,134,0.3182897862232779,172,0.4085510688836104
infant,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level1,507,0.1665023011176857,0.0,0.0,0.0,61,0.1203155818540434,110,0.21696252465483234
infant,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,501,0.46936127744510975,0.5,0.3333333333333333,0.5,96,0.19161676646706588,418,0.8343313373253493
infant,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level2,7,0.2857142857142857,0.0,0.0,0.5,2,0.2857142857142857,2,0.2857142857142857
infant,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,501,0.2866600133067199,0.0,0.0,0.5,67,0.13373253493013973,237,0.47305389221556887
infant,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level2,7,0.0,0.0,0.0,0.0,0,0.0,0,0.0
infant,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,501,0.4243845642049235,0.5,0.0,0.5,90,0.17964071856287425,368,0.7345309381237525
infant,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level2,7,0.21428571428571427,0.0,0.0,0.25,1,0.14285714285714285,2,0.2857142857142857
infant,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level2,501,0.2916500332667997,0.25,0.0,0.5,61,0.1217564870259481,252,0.5029940119760479
infant,contributory_vs_phy,EXP4_contrib_set vs PHY_contrib,level2,7,0.0,0.0,0.0,0.0,0,0.0,0,0.0
infant,contributory_llm_pair,EXP1_contrib_set vs EXP2_contrib_set,level2,568,0.1414319248826291,0.0,0.0,0.0,53,0.09330985915492958,110,0.1936619718309859
infant,contributory_llm_pair,EXP1_contrib_set vs EXP3_contrib_set,level2,554,0.2873044524669074,0.0,0.0,0.5,109,0.1967509025270758,217,0.3916967509025271
infant,contributory_llm_pair,EXP1_contrib_set vs EXP4_contrib_set,level2,565,0.19793510324483773,0.0,0.0,0.3333333333333333,79,0.13982300884955753,151,0.2672566371681416
infant,contributory_llm_pair,EXP2_contrib_set vs EXP3_contrib_set,level2,494,0.08299595141700405,0.0,0.0,0.0,26,0.05263157894736842,59,0.1194331983805668
infant,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,421,0.2984956452889944,0.0,0.0,1.0,106,0.2517814726840855,146,0.34679334916864607
infant,contributory_llm_pair,EXP3_contrib_set vs EXP4_contrib_set,level2,507,0.08530571992110454,0.0,0.0,0.0,21,0.04142011834319527,68,0.1341222879684418
infant,flexible_pooled_any_type,EXP1_pooled_any_type vs PHY_pooled_any_type,level3,501,0.46254158349966734,0.5,0.3333333333333333,0.5,95,0.18962075848303392,416,0.8303393213572854
infant,contributory_vs_phy,EXP1_contrib_set vs PHY_contrib,level3,7,0.2857142857142857,0.0,0.0,0.5,2,0.2857142857142857,2,0.2857142857142857
infant,flexible_pooled_any_type,EXP2_pooled_any_type vs PHY_pooled_any_type,level3,501,0.2750166333998669,0.0,0.0,0.5,62,0.12375249500998003,232,0.4630738522954092
infant,contributory_vs_phy,EXP2_contrib_set vs PHY_contrib,level3,7,0.0,0.0,0.0,0.0,0,0.0,0,0.0
infant,flexible_pooled_any_type,EXP3_pooled_any_type vs PHY_pooled_any_type,level3,501,0.41839654025282763,0.5,0.0,0.5,86,0.17165668662674652,367,0.7325349301397206
infant,contributory_vs_phy,EXP3_contrib_set vs PHY_contrib,level3,7,0.21428571428571427,0.0,0.0,0.25,1,0.14285714285714285,2,0.2857142857142857
infant,flexible_pooled_any_type,EXP4_pooled_any_type vs PHY_pooled_any_type,level3,501,0.28266799733865605,0.0,0.0,0.5,58,0.1157684630738523,249,0.49700598802395207
